id,ElementProperty|MagpieData mean MendeleevNumber,GlobalSymmetryFeatures|spacegroup_num,ValenceOrbital|avg f valence electrons,ElementProperty|MagpieData maximum MendeleevNumber,LatticeConstants|a,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData maximum NdValence,AtomicOrbitals|gap_AO,YangSolidSolution|Yang delta,ElementProperty|MagpieData mode NUnfilled,LatticeConstants|c,ElementProperty|MagpieData maximum NUnfilled,ValenceOrbital|frac s valence electrons,AtomicOrbitals|LUMO_element,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData avg_dev AtomicWeight,ValenceOrbital|avg d valence electrons,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData minimum Electronegativity,hull_distance
7548206,69.2,65,0.0,84,3.11112403642537,1,10,0.0,0.178187175712809,3,13.609062315587,5,0.205128205128205,33,2,2.164,39.727936,5.2,2.28,3.8,114.2,0.24,25,15,2.04,
9706385,68.0,65,0.0,84,2.96652922885365,1,10,0.0,0.184561293402918,4,13.6145604112107,5,0.216216216216216,33,2,2.132,39.140576,4.8,2.2,4.2,115.8,0.16,28,15,2.04,
6703951,66.0,65,5.6,84,3.06594743066679,0,10,0.0,0.187750550694611,5,12.4589954054752,6,0.163934426229508,74,3,2.196,72.796224,3.6,2.36,5.0,122.2,0.32,33,20,2.04,
5693807,65.6,65,0.0,84,3.08285566742357,1,10,0.0,0.200490193411229,5,12.0089174845184,6,0.242424242424242,42,3,2.116,37.505376,4.0,2.18,5.0,119.0,0.14,34,15,2.04,
9245670,65.0,65,2.8,81,3.06734387757947,1,10,0.0,0.264762521262011,5,14.6577246090448,6,0.173913043478261,42,2,2.146,58.66992,4.0,2.33,5.2,124.4,0.29,31,28,2.04,
9605831,65.4,65,0.0,83,3.04670699571091,1,5,0.0,0.209236908423423,5,11.4221207898969,6,0.347826086956522,42,3,2.118,37.64547808,2.0,2.19,5.0,116.6,0.15,33,6,2.04,
2541903,66.4,65,0.0,88,2.99073129233866,1,5,0.0,0.208181128439006,5,12.1267388961034,6,0.333333333333333,42,4,2.196,37.47088,2.0,2.58,4.8,116.2,0.54,38,6,2.04,
6895471,65.4,65,8.4,81,3.0658688638151,0,10,0.0,0.263402454957875,5,15.0000743440876,6,0.135135135135135,74,2,2.226,86.79152,3.6,2.36,5.2,127.6,0.32,30,28,2.04,
4692830,69.0,65,0.0,83,3.04790114624795,1,8,0.0,0.18391049142992,3,11.8014287144413,5,0.275862068965517,15,2,2.166,40.97931808,3.2,2.28,3.8,111.8,0.24,24,9,2.04,
4976231,67.8,65,0.0,83,2.99454168370259,1,7,0.0,0.191249486918778,4,12.5011741267224,5,0.296296296296296,15,2,2.134,40.09827808,2.8,2.2,4.2,113.4,0.16,27,8,2.04,
1059674,65.8,65,5.6,83,3.04123461487241,0,4,0.0,0.194888460581358,5,11.6544668351341,6,0.196078431372549,74,3,2.198,79.82787808,1.6,2.36,5.0,119.8,0.32,32,20,2.04,
3254689,68.6,65,2.8,81,3.12974784103819,1,10,0.0,0.262937277792971,3,14.2914952395466,5,0.153846153846154,45,2,2.194,60.89248,5.2,2.33,4.0,119.6,0.29,22,28,2.04,
2096537,70.0,65,0.0,88,3.00253279545672,1,8,0.0,0.183016696114988,3,12.7774786103967,5,0.266666666666667,45,3,2.244,40.80472,3.2,2.58,3.6,111.4,0.54,29,9,2.04,
7819360,67.4,65,2.8,81,3.03245926163554,1,10,0.057541,0.263192564548187,4,14.7740216930261,5,0.16,44,1,2.162,60.30512,4.8,2.33,4.4,121.2,0.29,25,28,2.04,
5183609,68.8,65,0.0,88,2.8992946830756,1,7,0.0,0.190303673560119,4,13.1967058762683,5,0.285714285714286,44,3,2.212,39.92368,2.8,2.58,4.0,113.0,0.54,32,8,2.04,
6971305,66.8,65,5.6,88,2.98686571998857,0,4,0.0,0.193918507395057,5,12.3020248219628,6,0.192307692307692,74,4,2.276,79.65328,1.6,2.58,4.8,119.4,0.54,37,20,2.04,
2465970,62.8,65,0.0,72,3.04593574229475,1,10,0.0,0.234756787323376,5,13.4269682639266,6,0.266666666666667,42,6,2.018,43.50368,4.0,2.16,4.4,124.0,0.47,22,12,1.69,
5749680,66.4,65,0.0,72,3.08651317266331,1,10,0.049604,0.2279288267092,3,13.8181621618019,5,0.222222222222222,45,5,2.066,45.72624,5.2,2.28,3.2,119.2,0.59,13,12,1.69,
2487590,65.2,65,0.0,72,2.95396836019844,1,10,0.006147,0.229617304492512,4,13.9157438883262,5,0.235294117647059,48,5,2.034,45.13888,4.8,2.2,3.6,120.8,0.51,16,12,1.69,
3891520,63.2,65,5.6,72,3.04139961154222,0,10,0.0,0.230543921141055,5,13.7350325464266,6,0.172413793103448,74,6,2.098,71.62528,3.6,2.36,4.4,127.2,0.67,21,20,1.69,
2836405,66.0,65,0.0,72,2.96830954101235,0,10,0.0,0.223945679042768,3,12.2312477920567,5,0.277777777777778,27,5,1.906,31.6551024,4.8,2.04,3.2,112.8,0.35,14,12,1.69,
6491783,64.8,65,0.0,72,2.90115507190786,0,10,0.090821,0.223945679042768,4,12.5532492910367,5,0.294117647058823,48,5,1.886,30.66688,4.4,2.04,3.6,115.2,0.35,17,12,1.69,
2931756,67.2,65,0.0,72,2.99889008361627,0,10,0.006536,0.22431623524546,2,12.1866321709594,5,0.263157894736842,48,5,1.918,31.578368,5.2,2.04,2.8,112.0,0.35,11,12,1.69,
6982735,64.0,65,0.0,72,2.97811620769183,0,10,0.0,0.231522992329165,5,13.4789211048486,5,0.3125,43,5,1.914,44.15648,4.0,2.04,4.0,121.2,0.35,19,12,1.69,
2018563,68.8,65,0.0,84,2.99039032882964,0,10,0.0,0.15612386257877,3,12.3781168783892,5,0.256410256410256,27,2,2.004,25.6567984,4.8,2.18,3.8,107.8,0.3,26,15,1.88,
6175483,68.2,65,2.8,81,3.004659394949,0,10,0.0,0.263891812849298,3,13.8999180773224,5,0.192307692307692,27,2,2.034,55.1449288,4.8,2.33,4.0,113.2,0.45,23,28,1.88,
1923504,68.6,65,0.0,83,3.03404979958591,0,7,0.0,0.157618547511842,3,10.0151074513765,5,0.344827586206897,15,2,2.006,19.87261168,2.8,2.19,3.8,105.4,0.31,25,9,1.88,
5197243,69.6,65,0.0,88,2.98826751637705,0,7,0.0,0.156956739165573,3,10.9280947497906,5,0.333333333333333,16,3,2.084,19.6980136,2.8,2.58,3.6,105.0,0.7,30,9,1.88,
3582067,67.8,65,0.0,79,3.00357821356922,0,10,0.0,0.155709800070948,3,11.2793419904631,5,0.263157894736842,27,2,1.97,25.2917424,4.8,2.04,4.0,108.0,0.16,21,14,1.88,
6039182,67.6,65,0.0,78,3.00187682234424,0,7,0.0,0.154906931004829,3,10.442982266571,5,0.357142857142857,27,2,1.948,20.3347336,2.8,2.04,4.0,106.2,0.16,20,9,1.88,
7803256,68.0,65,0.0,80,2.99826370385079,0,10,0.0,0.21943403815018,3,13.06022390481,5,0.263157894736842,27,2,1.96,32.6629424,4.8,2.04,4.0,111.8,0.16,22,14,1.88,
7521463,65.2,65,0.0,84,2.97788684636573,1,10,0.0,0.171830132537853,5,11.0017463018206,6,0.242424242424242,5,3,1.916,23.436928,4.0,2.18,5.0,113.0,0.52,35,15,1.66,
9257083,64.6,65,2.8,81,2.9667588532642,1,10,0.0,0.262909117334157,5,14.2475422899081,6,0.173913043478261,5,2,1.946,56.254864,4.0,2.33,5.2,118.4,0.67,32,28,1.66,
7905641,65.0,65,0.0,83,2.93302853208317,1,5,0.0,0.17649185829694,5,10.4263166427995,6,0.347826086956522,5,3,1.918,16.54280608,2.0,2.19,5.0,110.6,0.53,34,6,1.66,
9321840,66.0,65,0.0,88,2.90764598438589,1,5,0.0,0.17565566424556,5,11.0349107729768,6,0.333333333333333,5,4,1.996,16.579872,2.0,2.58,4.8,110.2,0.92,39,6,1.66,
2760143,62.4,65,0.0,72,2.93859750856148,1,10,0.0,0.226472471692405,5,12.4950206027581,6,0.266666666666667,5,6,1.818,29.435232,4.0,2.04,4.4,118.0,0.38,23,12,1.66,
9618250,63.2,65,0.0,74,2.93819800997277,1,10,0.0,0.186658751975725,5,11.0123591163097,6,0.258064516129032,5,1,1.842,22.605152,4.0,2.04,5.4,113.6,0.38,25,13,1.66,
9138254,64.2,65,0.0,79,2.96497767534081,1,10,0.0,0.171719548408983,5,10.8350534127276,6,0.25,5,2,1.882,23.071872,4.0,2.04,5.2,113.2,0.38,30,14,1.66,
7243896,63.4,65,0.0,75,2.93390067685736,1,10,0.0,0.222451146254414,5,12.6465416364268,6,0.258064516129032,5,1,1.836,29.820352,4.0,2.04,5.4,117.6,0.38,26,13,1.66,
4165230,64.0,65,0.0,78,2.92476597978901,1,5,0.0,0.172044228070584,5,10.4367496791197,6,0.363636363636364,5,2,1.86,17.004928,2.0,2.04,5.2,111.4,0.38,29,6,1.66,
3041965,64.4,65,0.0,80,2.94700006120261,1,10,0.0,0.222451146254414,5,12.3760974387263,6,0.25,5,2,1.872,30.443072,4.0,2.04,5.2,117.0,0.38,31,14,1.66,
7063891,67.6,65,0.0,84,2.95633912667859,0,10,0.0,0.15612386257877,4,12.2106859289915,5,0.27027027027027,26,2,1.984,24.668576,4.4,2.18,4.2,110.2,0.35,29,15,1.83,
9328467,67.0,65,2.8,81,2.96010703503863,0,10,0.097071,0.263891812849298,4,14.0136128499604,5,0.2,26,1,2.014,55.63904,4.4,2.33,4.4,115.6,0.5,26,28,1.83,
5196087,67.4,65,0.0,83,2.97951800482485,0,6,0.0,0.157618547511842,4,10.3590506650542,5,0.37037037037037,15,2,1.986,18.39027808,2.4,2.19,4.2,107.8,0.36,28,8,1.83,
2673845,68.4,65,0.0,88,2.94316708422607,0,6,0.0,0.156956739165573,4,11.1389917962868,5,0.357142857142857,16,3,2.064,18.21568,2.4,2.58,4.0,107.4,0.75,33,8,1.83,
8054917,66.6,65,0.0,79,2.95758091040851,0,10,0.097071,0.155709800070948,4,11.1966934930158,5,0.277777777777778,26,1,1.95,24.30352,4.4,2.04,4.4,110.4,0.21,24,14,1.83,
5619803,66.4,65,0.0,78,2.94024336254365,0,6,0.097071,0.154906931004829,4,10.5493645571612,5,0.384615384615385,26,1,1.928,18.8524,2.4,2.04,4.4,108.6,0.21,23,8,1.83,
4267580,66.8,65,0.0,80,2.96270224385717,0,10,0.097071,0.21943403815018,4,12.9624061189748,5,0.277777777777778,26,1,1.94,31.67472,4.4,2.04,4.4,114.2,0.21,25,14,1.83,
4203176,63.6,65,0.0,74,3.08255934214625,1,10,0.0,0.20609831249986,5,11.5156667074649,6,0.258064516129032,42,1,2.042,36.6736,4.0,2.16,5.4,119.6,0.35,24,13,1.81,
4265083,67.2,65,0.0,74,3.08186854727728,1,10,0.0,0.190716824855805,3,12.908396097254,5,0.216216216216216,45,2,2.09,38.89616,5.2,2.28,4.2,114.8,0.47,15,13,1.81,
6752138,66.0,65,0.0,74,2.91916296919111,1,10,0.0,0.194942090256101,4,13.2732208551677,5,0.228571428571429,44,1,2.058,38.3088,4.8,2.2,4.6,116.4,0.39,18,13,1.81,
5902371,64.0,65,5.6,74,3.1072224164286,0,10,0.0,0.197110518441763,5,11.5527066959848,6,0.169491525423729,74,1,2.122,73.628,3.6,2.36,5.4,122.8,0.55,23,20,1.81,
3264017,66.8,65,0.0,74,2.98562840425146,0,10,0.0,0.17740691724314,3,11.4748724966538,5,0.27027027027027,27,2,1.93,24.8250224,4.8,2.04,4.2,108.4,0.23,16,13,1.81,
7804269,65.6,65,0.0,74,2.94220240530233,0,10,0.0,0.17740691724314,4,10.9871493332926,5,0.285714285714286,26,1,1.91,23.8368,4.4,2.04,4.6,110.8,0.23,19,13,1.81,
2819470,68.0,65,0.0,74,2.98761211077208,0,10,0.0,0.179141821333142,2,10.8842792127863,5,0.256410256410256,28,3,1.942,24.748288,5.2,2.04,3.8,107.6,0.23,13,13,1.81,
3892147,64.8,65,0.0,74,3.03610897621537,0,10,0.0,0.199312714776632,5,11.8084926802778,5,0.303030303030303,43,0,1.938,37.3264,4.0,2.04,5.0,116.8,0.23,21,13,1.81,
5718692,64.6,65,0.0,79,3.08075724436164,1,10,0.0,0.200781428195816,5,11.6895187789265,6,0.25,42,2,2.082,37.14032,4.0,2.16,5.2,119.2,0.15,29,14,2.01,
9317254,68.2,65,0.0,79,3.09020807131309,1,10,0.0,0.178179966487409,3,13.7835059489868,5,0.210526315789474,45,2,2.13,39.36288,5.2,2.28,4.0,114.4,0.27,20,14,2.01,
8463201,67.0,65,0.0,79,2.9377533531613,1,10,0.057541,0.184648700679445,4,13.4324928734247,5,0.222222222222222,44,1,2.098,38.77552,4.8,2.2,4.4,116.0,0.19,23,14,2.01,
9450781,65.0,65,5.6,79,3.08615522700914,0,10,0.0,0.187882263393752,5,11.8079126821306,6,0.166666666666667,74,2,2.162,73.16128,3.6,2.36,5.2,122.4,0.35,28,20,2.01,
9840216,61.4,65,5.6,73,3.17553067393553,0,2,0.0,0.253730382469685,5,11.8040022381668,8,0.222222222222222,72,3,1.658,77.898633824,0.8,2.04,6.2,127.8,0.74,28,18,1.3,
3821574,63.6,65,5.6,84,3.21379332548432,0,10,0.0,0.259209876971558,5,12.3266007839557,8,0.175438596491228,72,5,1.772,70.228224,2.8,2.18,5.8,127.4,0.88,39,18,1.3,
2361549,63.0,65,8.4,81,3.11268121428558,0,10,0.0,0.280519703259021,5,15.519830089363,8,0.142857142857143,72,4,1.802,85.07952,2.8,2.33,6.0,132.8,1.03,36,28,1.3,
3056417,63.4,65,5.6,83,3.18185250504839,0,2,0.0,0.272831172793036,5,11.9773904100227,8,0.212765957446809,72,5,1.774,77.25987808,0.8,2.19,5.8,125.0,0.89,38,18,1.3,
5308146,64.4,65,5.6,88,3.12128689779675,0,2,0.0,0.271520914645437,5,13.0253583603621,8,0.208333333333333,72,6,1.852,77.08528,0.8,2.58,5.6,124.6,1.28,43,18,1.3,
1260374,60.8,65,5.6,72,3.15361180310376,0,10,0.0,0.262954625331178,5,13.3718732440666,8,0.185185185185185,72,8,1.674,69.91328,2.8,2.04,5.2,132.4,0.74,27,18,1.3,
8496023,61.6,65,5.6,74,3.16392766179004,0,10,0.0,0.252497249948616,5,11.8686044007417,8,0.181818181818182,72,3,1.698,71.06,2.8,2.04,6.2,128.0,0.74,29,18,1.3,
6851203,62.6,65,5.6,79,3.13259329087417,0,10,0.0,0.259993958960147,5,12.7608851534994,8,0.178571428571429,72,4,1.738,70.59328,2.8,2.04,6.0,127.6,0.74,34,18,1.3,
6283704,61.8,65,5.6,75,3.13640086098767,0,10,0.0,0.261365561965106,5,14.307873364228,8,0.181818181818182,72,3,1.692,70.2984,2.8,2.04,6.2,132.0,0.74,30,18,1.3,
9425807,62.4,65,5.6,78,3.11823452298567,0,2,0.0,0.263570544455797,5,11.4745652620482,8,0.217391304347826,72,4,1.716,77.722,0.8,2.04,6.0,125.8,0.74,33,18,1.3,
1365094,62.8,65,5.6,80,3.1351149058494,0,10,0.0,0.261365561965106,5,14.4756264364429,8,0.178571428571429,72,4,1.728,70.92112,2.8,2.04,6.0,131.4,0.74,35,18,1.3,
2943061,62.0,65,8.4,76,3.11286373462678,0,10,0.0,0.278121511168405,5,15.141227279055,8,0.144927536231884,72,3,1.66,84.628848,2.8,2.04,6.2,132.6,0.74,31,27,1.3,
3149850,60.6,65,5.6,72,3.15315488725483,0,10,0.0,0.253441304432607,5,12.1868845129051,8,0.185185185185185,72,8,1.666,71.75488,2.8,2.04,5.2,128.0,0.74,27,18,1.3,
5732806,63.8,65,0.0,75,3.02566229350333,1,10,0.0,0.231602777926551,5,13.7762449228051,6,0.258064516129032,42,1,2.036,43.8888,4.0,2.16,5.4,123.6,0.38,25,13,1.78,
2078916,67.4,65,0.0,75,3.10265897207492,1,10,0.0,0.224103641018935,3,13.3677861941804,5,0.216216216216216,45,2,2.084,46.11136,5.2,2.28,4.2,118.8,0.5,16,13,1.78,
6902314,66.2,65,0.0,75,2.96756525977758,1,10,0.0,0.225986928334126,4,14.012761625042,5,0.228571428571429,44,1,2.052,45.524,4.8,2.2,4.6,120.4,0.42,19,13,1.78,
9765234,64.2,65,5.6,75,3.03230198935484,0,10,0.0,0.227010205999232,5,14.0561539233938,6,0.169491525423729,74,1,2.116,72.0104,3.6,2.36,5.4,126.8,0.58,24,20,1.78,
4987650,67.0,65,0.0,75,3.02118549799904,0,10,0.0,0.21943403815018,3,11.9800961270026,5,0.27027027027027,27,2,1.924,32.0402224,4.8,2.04,4.2,112.4,0.26,17,13,1.78,
6319528,65.8,65,0.0,75,2.94620988987702,0,10,0.0,0.21943403815018,4,12.3428316332576,5,0.285714285714286,49,1,1.904,31.052,4.4,2.04,4.6,114.8,0.26,20,13,1.78,
9720165,68.2,65,0.0,75,2.92175163921047,0,10,0.0,0.21990216824065,2,11.6585023614315,5,0.256410256410256,28,3,1.936,31.963488,5.2,2.04,3.8,111.6,0.26,14,13,1.78,
9518437,65.0,65,0.0,75,2.9700512532883,0,10,0.0,0.228085323342676,5,13.6740100333593,5,0.303030303030303,43,0,1.932,44.5416,4.0,2.04,5.0,120.8,0.26,22,13,1.78,
9467830,64.2,65,0.0,73,2.892938,0,5,0.0,0.200159611154652,5,11.072548,5,0.434782608695652,25,0,1.758,18.593695424,2.0,2.04,5.0,113.4,0.49,21,7,1.55,
1895642,66.4,65,0.0,84,2.91298551196286,0,10,0.0,0.178187175712809,5,12.2239735085119,5,0.285714285714286,25,2,1.872,24.3783504,4.0,2.18,4.6,113.0,0.63,32,15,1.55,
4750928,65.8,65,2.8,81,2.97902099398732,0,10,0.0,0.262937277792971,5,14.3125851968562,5,0.208333333333333,25,1,1.902,55.7841528,4.0,2.33,4.8,118.4,0.78,29,28,1.55,
5140362,66.2,65,0.0,83,2.94799541030822,0,5,0.0,0.18391049142992,5,10.3046189225204,5,0.4,25,2,1.874,17.95493968,2.0,2.19,4.6,110.6,0.64,31,7,1.55,
7932580,67.2,65,0.0,88,2.93415172636782,0,5,0.0048639999999999,0.183016696114988,5,10.9074960313689,5,0.384615384615385,16,3,1.952,17.7803416,2.0,2.58,4.4,110.2,1.03,36,7,1.55,
8605217,63.6,65,0.0,72,2.87977060117607,0,10,0.0,0.2279288267092,5,12.7431367162721,5,0.3125,25,5,1.774,30.3766544,4.0,2.04,4.0,118.0,0.49,20,12,1.55,
8653417,64.4,65,0.0,74,2.89587570784648,0,10,0.0,0.190716824855805,5,11.2167973795274,5,0.303030303030303,25,0,1.798,23.5465744,4.0,2.04,5.0,113.6,0.49,22,13,1.55,
8290476,65.4,65,0.0,79,2.97158324851425,0,10,0.0,0.178179966487409,5,10.9375518113803,5,0.294117647058823,25,1,1.838,24.0132944,4.0,2.04,4.8,113.2,0.49,27,14,1.55,
2384019,64.6,65,0.0,75,2.88907368333961,0,10,0.0,0.224103641018935,5,12.5970165614654,5,0.303030303030303,25,0,1.792,30.7617744,4.0,2.04,5.0,117.6,0.49,23,13,1.55,
6930741,65.2,65,0.0,78,2.98760527441587,0,5,0.0,0.178885438199983,5,10.4243561150508,5,0.416666666666667,25,1,1.816,18.4170616,2.0,2.04,4.8,111.4,0.49,26,7,1.55,
4867502,65.6,65,0.0,80,2.94426261856755,0,10,0.0,0.224103641018935,5,12.5648832512223,5,0.294117647058823,25,1,1.828,31.3844944,4.0,2.04,4.8,117.0,0.49,28,14,1.55,
9157643,64.8,65,2.8,76,2.91091000843421,0,10,0.0,0.258645214868096,5,13.6967359341922,5,0.212765957446809,25,0,1.76,54.8828088,4.0,2.04,5.0,118.2,0.49,24,27,1.55,
9607438,63.4,65,0.0,72,2.89207907225488,0,10,0.0,0.198687728150178,5,11.4386771977134,5,0.3125,25,5,1.766,22.8516944,4.0,2.04,4.0,113.6,0.49,20,12,1.55,
4528069,62.2,65,0.0,73,3.13806744355386,1,4,0.0,0.220794403122398,5,11.8121224876295,7,0.421052631578947,5,2,1.778,36.818496224,1.6,2.04,5.8,123.4,0.44,26,5,1.6,
1790246,64.4,65,0.0,84,3.15904952149468,1,10,0.0,0.213150440681858,5,11.8889575854485,7,0.258064516129032,5,4,1.892,36.5282176,3.6,2.18,5.4,123.0,0.58,37,15,1.6,
8410523,63.8,65,2.8,81,3.04880782107824,1,10,0.0,0.266897594919487,5,15.0421855392135,7,0.181818181818182,5,3,1.922,57.6927616,3.6,2.33,5.6,128.4,0.73,34,28,1.6,
3014689,64.2,65,0.0,83,3.11611197371193,1,4,0.0,0.223249411608884,5,11.6114376011192,7,0.380952380952381,5,4,1.894,36.17974048,1.6,2.19,5.4,120.6,0.59,36,5,1.6,
7348562,65.2,65,0.0,88,3.04807339587576,1,4,0.0,0.22212213093825,5,12.6499752597754,7,0.363636363636364,5,5,1.972,36.0051424,1.6,2.58,5.2,120.2,0.98,41,6,1.6,
6423907,61.6,65,0.0,72,3.08399584918774,1,10,0.0,0.23969492120604,5,13.302563110076,7,0.285714285714286,5,7,1.794,42.5265216,3.6,2.04,4.8,128.0,0.44,25,12,1.6,
1932047,62.4,65,0.0,74,3.13787009637571,1,10,0.0,0.215484846803291,5,11.5303955709389,7,0.275862068965517,5,2,1.818,35.6964416,3.6,2.04,5.8,123.6,0.44,27,13,1.6,
9603748,63.4,65,0.0,79,3.12172573977982,1,10,0.0,0.213576950562855,5,11.906029912565,7,0.266666666666667,5,3,1.858,36.1631616,3.6,2.04,5.6,123.2,0.44,32,14,1.6,
3469512,62.6,65,0.0,75,3.03766307339841,1,10,0.0,0.236906211638506,5,14.4337170579694,7,0.275862068965517,5,2,1.812,42.9116416,3.6,2.04,5.8,127.6,0.44,28,13,1.6,
2694380,63.2,65,0.0,78,3.1725689692159,1,4,0.0,0.215864849236958,5,11.1110584218962,7,0.4,5,3,1.836,36.6418624,1.6,2.04,5.6,121.4,0.44,31,5,1.6,
5648371,63.6,65,0.0,80,3.04586581483968,1,10,0.0,0.236906211638506,5,14.3586187947646,7,0.266666666666667,5,3,1.848,43.5343616,3.6,2.04,5.6,127.0,0.44,33,14,1.6,
5294037,62.8,65,2.8,76,3.04974930925551,1,10,0.0,0.26343055108671,5,14.8074095481212,7,0.186046511627907,5,2,1.78,57.2420896,3.6,2.04,5.8,128.2,0.44,29,27,1.6,
5160827,61.4,65,0.0,72,3.07887069874371,1,10,0.0,0.219909966516167,5,11.8566261883827,7,0.285714285714286,5,7,1.786,35.0015616,3.6,2.04,4.8,123.6,0.44,25,12,1.6,
4637091,70.0,65,0.0,84,3.00064268321028,0,10,0.0,0.159233637725358,2,13.0897989594422,5,0.24390243902439,33,3,2.016,25.580064,5.2,2.18,3.4,107.0,0.27,23,15,1.91,
3740286,69.4,65,2.8,81,3.05283424907436,0,10,0.068933,0.263570544455797,2,13.9528327095671,5,0.185185185185185,82,3,2.046,55.183296,5.2,2.33,3.6,112.4,0.42,20,28,1.91,
5146839,69.8,65,0.0,83,3.05251140526184,0,8,0.0,0.161428299141188,2,9.44383202517135,5,0.32258064516129,15,3,2.018,19.75751008,3.2,2.19,3.4,104.6,0.28,22,10,1.91,
4768210,70.8,65,0.0,88,3.11720793796411,0,8,0.050912,0.160727595430146,2,9.76409923941187,5,0.3125,28,3,2.096,19.582912,3.2,2.58,3.2,104.2,0.67,27,10,1.91,
2043178,69.0,65,0.0,79,3.01571454867458,0,10,0.060882,0.158885978904878,2,10.3302305150898,5,0.25,32,3,1.982,25.215008,5.2,2.04,3.6,107.2,0.13,18,14,1.91,
1487932,69.2,65,0.0,80,3.02281493758441,0,10,0.066314,0.21990216824065,2,13.6860300552367,5,0.25,50,3,1.972,32.586208,5.2,2.04,3.6,111.0,0.13,19,14,1.91,
3215784,47.8,65,0.0,73,3.17192432609778,0,1,0.0,0.262924903061244,5,11.8339520680747,9,0.666666666666667,5,4,1.682,13.802271584,0.4,2.04,6.6,125.8,0.68,62,3,1.36,
8315042,50.0,65,0.0,84,3.11801769016852,0,10,0.0,0.271013549918708,5,12.8680243662369,9,0.37037037037037,5,6,1.796,21.18406784,2.4,2.18,6.2,125.4,0.82,73,15,1.36,
3627410,49.4,65,2.8,81,3.14633174810822,0,10,0.005228,0.285329741988027,5,15.0718958975775,9,0.25,5,5,1.826,57.38129408,2.4,2.33,6.4,130.8,0.97,70,28,1.36,
1743698,49.8,65,0.0,83,3.22580808073177,0,1,0.0,0.285289029116658,5,11.3633872112821,9,0.588235294117647,5,6,1.798,14.15241376,0.4,2.19,6.2,123.0,0.83,72,5,1.36,
